recipeProcess_id,recipeProcess_recipeId,recipeProcess_no1,recipeProcess_image1,recipeProcess_no2,recipeProcess_image2,recipeProcess_no3,recipeProcess_image3,recipeProcess_no4,recipeProcess_image4,recipeProcess_no5,recipeProcess_image5,recipeProcess_no6,recipeProcess_image6,recipeProcess_no7,recipeProcess_image7,recipeProcess_no8,recipeProcess_image8,recipeProcess_no9,recipeProcess_image9,recipeProcess_no10,recipeProcess_image10,recipeProcess_no11,recipeProcess_image11,recipeProcess_no12,recipeProcess_image12,recipeProcess_no13,recipeProcess_image13,recipeProcess_no14,recipeProcess_image14,recipeProcess_no15,recipeProcess_image15,recipeProcess_no16,recipeProcess_image16,recipeProcess_no17,recipeProcess_image17,recipeProcess_no18,recipeProcess_image18,recipeProcess_no19,recipeProcess_image19,recipeProcess_no20,recipeProcess_image20
recipeProcess-27,recipe-27,1. 곱게 다진 양파와 오이피클은 물기를 짠다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_1.png,"2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_2.png,3. 치커리는 찬물에 담갔다가 물기를 뺀다.,,4. 새송이버섯은 0.5cm 두께로 버섯길이 그대로 썬다.,,5. 달궈진 프라이팬에 올리브유를 두르고 새송이버섯을 노릇하게 구워준다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_5.png,6. 접시에 새송이버섯과 치커리를 담고 두부타르타르 소스를 곁들인다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-28,recipe-28,1. 매실액에 생강즙과 물을 넣고 잘 섞어 소스를 만든다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00092_1.png,2. 새싹채소와 방울토마토는 씻어서 물기를 빼고 방울토마토는 반으로 자른다.,,3. 새우살은 끓는 물에 넣어 살이 하얗게 익으면 건져 물기를 뺀다.,,4. 두부는 으깨서 물기를 꼭 짠다.,,"5. 부추는 잘게 썰고, 파프리카는 곱게 다진다.",,"6. 준비한 두부, 새우살, 부추, 파프리카를 빵가루와 소금을 고루 섞어 둥글납작하게 완자를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00092_6.png,7. 만들어진 완자를 달궈진 프라이팬에 올리브유를 두르고 노릇하게 굽거나 180도의 오븐에 10분 정도 굽는다.,,8. 접시에 완자를 담고 새싹채소와 방울토마토를 곁들이고 매실생강 드레싱을 뿌린다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00092_8.png,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-29,recipe-29,"1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만들어 준다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_1.png,"2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_2.png,"3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 굽는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_3.png,4. 접시에 구운 채소를 담고 발사믹크레마를 뿌린 후 간장레몬 소스를 곁들인다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-30,recipe-30,"1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_1.png,2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 정도 무르게 삶아 건진다.,,3. 호두는 굵게 다진다.,,4. 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_4.png,5. 적양파는 얇게 채를 썬다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_5.png,"6. 접시에 데친 브로콜리와 컬리플라워, 적양파, 건포도, 호두, 강낭콩을 담고 두유요거트 소스를 곁들여 낸다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-31,recipe-31,"1. 비타민은 깨끗이 씻어 물기를 빼
고 깻잎은 씻어 가늘게 채썬다.",,"2. 노랑 파프리카와 주황 파프리카는
씨를 빼고 5cm 길이로 채썬다.",,"3. 오이는 소금으로 문질러 씻은 후
5cm 길이로 돌려 깎아 채를 썰고,
적양배추와 당근도 5cm 길이로
채를 썬다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00056_3.png,"4. 겨자가루, 식초, 설탕, 소금, 저염
간장을 섞어 냉채소스를 만들어
냉장실에 보관한다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00056_4.png,"5. 끓는 물에 메밀국수를 넣고 뚜껑
을 닫고 끓어오르면 1/2∼1컵 정
도의 찬물을 부어 거품을 가라앉
히고, 다시 끓으면 같은 방법을 한
번 정도 더 되풀이한 다음 찬물로
맑게 헹구고 체에 건져서 물기를
제거한다.",,"6. 그릇에 메밀국수를 담고 준비한
채소들을 얹은 다음 차게 해 둔 냉
채소스를 곁들인다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00056_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-32,recipe-32,"1. 찹쌀을 깨끗이 씻어 쌀뜨물은 따
로 받아 두고 찹쌀은 물에 30분 이
상 불린 다음 냄비에 넣고 물 양
은 거의 보이지 않게 넣는다. 찰밥
이 끓으면 약한 불로 줄여 뜸을 들
여 익힌다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00048_1.png,"2. 은행은 팬에 볶아 껍질을 제거한
다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00048_2.png,"3. 밤은 껍질을 벗기고 대추, 황기는
씻어 물기를 뺀다.",,"4. 쌀뜨물에 밤, 대추, 황기를 넣고 약
재가 우러나오도록 30분 정도 약
한 불에서 끓이다가 밤, 대추, 황기
를 건져내고 끓인 물에 전분을 풀
고 소금, 간장으로 간을 하여 소스
를 만든다.",,"5. 닭가슴살은 누린내 제거를 위해
우유에 1~2시간 담가 놓았다가
물기를 빼고 0.5cm 정도로 얇게
저민다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00048_5.png,"6. 김발위에 랩을 깔고 저민 닭가슴
살을 고루 펼쳐 놓는다.",,"7. 찰밥에 참기름과 소금으로 양념을
하여 닭가슴살 위에 고루 펴서 얹
는다.",,"8. 건져 놓은 밤은 잘게 썰어서 찹쌀
위에 얹는다.",,"9. 김발의 끝과 닭가슴살을 들어 올
려 김밥 말듯이 단단하게 돌돌 만
후 김발과 랩을 제거한다.",,"10. 달궈진 프라이팬에 기름을 두르고
닭가슴살롤을 굴리면서 노릇하게
익힌다",,,,"11. 먹기 좋은 크기로 썰어 접시에 담
고 약재 소스를 얹고 은행을 곁들
인다.",,,,,,,,,,,,,,,,,
recipeProcess-33,recipe-33,"1. 사과는 갈아서 거르고, 레몬은 짜
서 즙을 낸다.",,"2. 냄비에 사과즙과 레몬즙을 넣고,
후추를 넣어 약한불에서 끓인다.",,"3. 물기를 뺀 대구에 만들어 놓은 사
과 레몬 소스(2)를 반만 넣어 1시간
정도 재운다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00049_3.png,"4. 대구(3)에 밀가루를 묻힌 후 프라
이팬에 식용유를 두르고 아래 윗
면을 노릇하게 굽는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00049_4.png,"5. 사과는 얇게 썰고, 레몬은 반달 모
양으로 썰어 달궈진 팬에 식용유
를 두르고 굽는다.",,"6. 접시에 구운 대구(4), 사과, 레몬(5)
을 접시에 담고 남은 사과레몬 소
스를 곁들인다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00049_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-34,recipe-34,"1. 손질한 동태살을 물에 헹
군 뒤 물기를 뺀다.",,"2. 그릇에 바질 잎을 잘게 다
지고 올리브유와 식초를
함께 섞어 동태살을 30분
정도 재운다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00050_2.png,"3. 동태살에 달걀물을 입혀
달궈진 프라이팬에 노릇
하게 굽는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00050_3.png,"4. 유자청을 물과 2:1로 섞어
졸인다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00050_4.png,"5. 발사믹식초를 물과 2:1로
섞어 준비한다.",,"6. 청피망, 홍피망, 미니새송
이버섯, 양파, 당근, 호박
을 마름모꼴로 썬다.",,"7. 달궈진 팬에 올리브유를
두르고 준비한 채소를 넣
어 투명하게 굽는다.d",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00050_7.png,"8. 접시에 구운 야채를 담고,
동태살을 그 위에 올리고
발사믹 소스와 유자 소스
를 뿌린다.",,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-35,recipe-35,"1. 노랑 파프리카, 빨강 파프리카, 청
피망, 양파는 0.3cm 크기로 썬다.",,"2. 그릇에 바질, 다진 마늘, 올리브유,
핫소스, 레몬즙, 홍초, 설탕, 흰 후
추를 섞는다.",,"3. (2)에 썰어놓은 재료(1)를 섞어 비
네그레트 드레싱을 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00051_3.png,"4. 관자는 막과 끝 쪽의 하얀 부분을
제거하고 찬물에 씻은 후 잔칼집
을 넣는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00051_4.png,"5. 달군 팬에 올리브유를 두르고 겉
은 노릇하고 속은 촉촉할 정도로
굽는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00051_5.png,"6. 접시에 만들어 놓은 비네그레트
드레싱(3)을 몰드를 이용해 만들고
그 위에 구운 관자를 올린다.",,"7. 올리브는 얇게 썰어 관자 위에 얹
는다",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-36,recipe-36,"1. 곤드레나물은 씻어 1시간 정도 불
리고, 불린 물 그대로 뚜껑을 덮고
30분 정도 삶은 후 찬물에 행궈 물
기를 꼭 짠다.",,"2. 반죽에 넣을 곤드레나물은 다져서
프라이팬에 볶아 식힌다.(기름을
사용하지 않는다)",,"3. 밀가루에 따뜻한 물, 다진 곤드레
나물(2)을 섞어 반죽하여 실온에서
발효시킨 후 밀대로 고루 얇게 민
다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00052_3.png,"4. 프라이팬에 식용유를 두르고 곤드
레도우를 펼친 후 약한 불에서 형
태가 처지지 않게 굽는다.",,5. 파인애플은 8등분으로 나눈다.,,"6. 달군 프라이팬에 올리브유를 두르
고 얇게 썬 단호박을 굽는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00052_6.png,"7. 프라이팬에 식용유를 두르고 느타
리버섯과 토핑용 곤드레나물을 함
께 볶는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00052_7.png,"8. 레몬즙과 꿀을 섞어 소스를 준비
한다.",,"9. 구운 반죽 위에 레몬허니 소스를
고루 바르고 피자치즈를 돌려가며
뿌린 후 느타리버섯, 곤드레나물,
파인애플을 얹는다.",,"10. 200도로 예열된 오븐에 피자를 넣
고 10~15분 정도 색이 나게 굽는
다.",,,,"11. 오븐에서 꺼내어 리코타치즈를 올
린다.",,,,,,,,,,,,,,,,,
recipeProcess-37,recipe-37,"1. 노랑 파프리카, 빨강 파프리카, 청
고추와 당근은 5cm 길이로 가늘
게 채썬다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00053_1.png,"2. 방울토마토는 꼭지를 따고, 4등분
으로 잘라 준비한다.",,3. 느타리버섯은 잘게 찢는다.,,"4. 실곤약은 끓는 물에 살짝 데쳐 체
에 밭쳐 물기를 뺀다.",,"5. 어린잎채소와 새싹채소는 깨끗하
게 씻어서 물기를 뺀다.",,"6. 달군 프라이팬에 올리브유를 두르
고 다진 마늘을 볶아 향을 낸다.",,"7. 채 썬 청고추, 당근, 파프리카, 느
타리버섯, 방울토마토를 넣어 볶으
며 저염간장, 청국장 가루와 후추
를 넣고 볶는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00053_7.png,"8. 약한 불로 줄이고 데친 실곤약(4)
을 넣고 고루 볶는다.",,"9. 접시에 곤약 파스타를 담고 새싹
채소와 어린잎채소를 올려 곁들인
다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00053_9.png,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-38,recipe-38,"1. 검은콩을 깨끗이 씻어 끓인 물에
1시간 정도를 불린 다음 10분 정
도 삶아 찬물에 헹궈 체에 밭친다.",,"2. 땅콩은 껍질을 제거하고 잣은 꼭
지를 제거한다",,"3. 믹서에 삶은콩, 땅콩, 잣, 깨를 넣
고 2.5배 정도의 물을 넣어가며 갈
아준 다음 체에 걸러 콩국물을 만
든다.(이때 농도를 조절하여 물 양
을 조절하며, 콩 삶은물을 사용하
면 좋다.)",,"4. 달걀은 잠길 정도의 찬물에 넣고
12분 정도 중간 불에 삶아 완숙으
로 익힌 후 찬물에서 식힌다.",,"5. 삶은 달걀은 껍질을 깐 후 반으로
자른다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00054_5.png,"6. 오이는 소금으로 문질러 씻어 돌
려 깎은 후 5cm 길이로 채를 썬다.",,"7. 밀가루에 소금을 넣고 물로 반죽
하여 한 덩어리가 되게 뭉친 후 젖
은 면보를 덮어 숙성시킨다.",,"8. 도마 위에 밀가루를 뿌리고 국수
반죽을 0.2cm 두께로 편다. 반죽
을 접은 다음 0.3cm 두께로 가늘
게 썰고 국수가닥이 뭉치지 않게
흩트려 놓는다.",,"9. 끓는 물에 국수를 넣고 뚜껑을 닫
고 끓어오르면 1/2∼1컵 정도의 찬
물을 부어 거품을 가라앉히고, 다
시 끓어오르면 한 번 정도 같은 방
법을 되풀이한 후 찬물로 헹구고
체에 건져 물기를 제거한다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00054_9.png,"10. 그릇에 국수를 담고 준비된 콩국
물을 부어준 다음 고명을 국수위
에 올려준다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00054_10.png,,,,,,,,,,,,,,,,,,,,
recipeProcess-39,recipe-39,"1. 마는 껍질을 벗기고, 호박고구마
는 깨끗이 씻어 5cm 길이로 얇게
썬 후 녹말성분을 헹궈 물기를 없
앤다.",,"2. 마와 호박고구마는 메밀가루를 묻
혀 소스 팬에 기름을 붓고 180도
정도에서 튀긴다.",,"3. 내장을 뺀 멸치, 무와 다시마에 물
을 부어 한소끔 끓이고 다시마를
건져낸 다음 사과, 배, 양파, 마늘
을 넣고 15분간 더 끓인 후 유부를
썰어 넣어 육수를 준비한다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00055_3.png,"4. 육수를 낸 재료를 건져 내고 저염
간장과 감초액으로 간을 한 다음
한소끔 끓인다.",,"5. 대파와 홍고추는 어슷썰기하여 고
명으로 준비해 놓는다.",,"6. 끓는 물에 메밀국수를 넣은 뒤 뚜
껑을 닫고 끓어오르면 1/2∼1컵 정
도의 찬물을 부어 거품을 가라앉
히는 과정을 한 번 더 되풀이한 다
음 찬물로 맑게 헹군 후 체에 건져
서 물기를 제거한다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00055_6.png,"7. 그릇에 메밀국수를 담고 육수를
부은 다음 준비해 놓은 마튀김,
고구마튀김, 대파, 홍고추를 올린
다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00055_7.png,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-40,recipe-40,1. 판젤라틴을 찬물에 넣어 부드러워지게 불려 물에서 건진다.,,2. 불린 젤라틴을 중탕으로 액체 상태로 만든다.,,3. 설탕과 물을 약한 불에서 끓이다가 라즈베리를 넣고 5분간 졸인다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00106_3.png,"4. 순두부, 우유, 생크림, 바닐라에센스, 꿀을 섞어 블랜더를 사용하여 갈아준다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00106_4.png,5. 녹인 젤라틴(2)의 반을 갈아놓은 재료(4)에 넣어 잘 섞는다.,,6. 적양배추는 채를 썰어 물을 자작자작하게 붓고 10분 정도 양배추가 부들부들하게 삶는다.,,7. 삶은 적양배추를 체에 건져서 양배추즙을 낸다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00106_7.png,8. 적양배추 즙에 꿀을 넣어 섞은 후 남겨놓은 젤라틴(2)의 반을 잘 섞는다.,,9. 사각 몰드나 사각 통에 순두부혼합물(5)과 적양배추혼합물(8)을 각각 부어 냉장고에 넣어 굳힌다.,,10. 푸딩을 꺼내어 접시에 담은 후 라즈베리 소스를 뿌리고 민트로 장식한다.,,,,,,,,,,,,,,,,,,,,,
recipeProcess-41,recipe-41,1. 오렌지는 깨끗이 씻어서 껍질을 벗긴뒤 2/3는 즙을 짜고 1/3는 과육만 따로 발라낸다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00107_1.png,2. 사과는 깨끗이 씻어 2/3는 과육을 갈아 즙을 짜고 1/3은 먹기 좋은 작은 크기로 자른다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00107_2.png,3. 청포묵 가루를 물에 잘 섞는다.,,4. 냄비에 준비된 과즙(100~120ml)을 넣고 끓이다가 청포묵가루(3)를 넣고 잘 저어가면서 투명하게 익힌다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00107_4.png,5. 준비해 둔 컵이나 원형 틀에 (4)를 붓고 잘라 놓은 과일을 넣어 굳힌다.,,6. 과일젤리를 그릇에 담고 그 위에 요거트를 가볍게 부은뒤 기호에 따라 과일이나 허브로 장식 한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-42,recipe-42,1. 오렌지는 깨끗이 씻어 껍질을 벗기고 과육을 준비한다.,,2. 당근은 깨끗이 씻어 작은 토막으로 썰어 놓는다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_2.png,"3. 당근, 오렌지, 물을 믹서에 곱게 갈아 체에 거른다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_3.png,4. 체에 걸러낸 당근즙과 오렌지즙을섞어 살얼음이 생길만큼 시원하게 냉동한 후 컵에 담아낸다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-43,recipe-43,1. 프라이팬에 밥을 얇게 펴 약한 불에서 뚜껑을 덮어 굽는다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00109_1.png,2. 노릇하게 누룽지가 되면 식혀서 굵게 부순다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00109_2.png,3. 오렌지는 깨끗이 씻어 껍질을 벗겨 적당하게 자르고 사과는 깨끗이 씻어 물기를 닦아 굵게 자른다.,,"4. 컵에 요거트, 오렌지, 요거트, 누룽지, 요거트, 사과, 요거트, 누룽지 순으로 담고 위에 누룽지와 블루베리로 장식한다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00109_4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-44,recipe-44,1. 검은콩은 물에 담가 2시간 정도 불린다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00110_1.png,2. 완두콩은 끓는 물에 데친다.,,"3. 감자, 양파, 애호박은 1.5cm로 깍둑썬다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00110_3.png,4. 믹서에 불린 검은콩을 간다.,,5. 면은 끓은 물에 삶아 체에 건져 물기를 뺀다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00110_5.png,6. 새송이버섯은 슬라이스하고 오이는 채 썬다.,,"7. 팬에 썰어둔 3의 채소를 볶다가 저염간장, 자장분말, 설탕을 넣어 소스를
만든다",,"8. 소스에 검은콩, 옥수수를 넣어 끓인다.",,9. 녹말 물을 넣어 농도를 조절한다,,"10. 그릇에 면을 담고 소스와 채 썬 오이, 완두콩을 올려 완성한다.",,,,,,,,,,,,,,,,,,,,,
recipeProcess-45,recipe-45,"1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_1.png,"2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를
뺀다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_2.png,3. 석류는 물 600g와 함께 믹서에 갈아 준 다음 체에 걸러 즙을 낸다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_3.png,4. 준비 된 그릇에 면을 담고 차갑게 식힌 석류즙을 붓는다.,,"5. 견과류, 채 썬 오이를 고명으로 올려 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-46,recipe-46,1. 근대는 반 잘라 끓는 물에 데친 후 물기를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00112_1.png,2. 물기 뺀 근대를 믹서로 갈아서 소스재료로 준비한다.,,3. 마늘과 양파는 다진다.,,4. 팬에 올리브오일과 다진 마늘을 넣고 볶다가 다진 양파를 넣어 볶는다.,,"5. 생크림
과 근대를 넣는다.",,6. 약한 불에서 끓인 후 식혀 믹서로 간다.,,"7. 생크림과 흑임자, 연두부를 넣고 2~3분 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00112_7.png,8. 1을 식힌 후 믹서에 넣고 간다.,,"9. 홍 파프리카는 채 썰고, 마늘, 양파는 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00112_9.png,"10. 토마토는 끓는 물에 데
쳐서 껍질을 제거하고 깍뚝썬다.",,,,"11. 팬에 올리브오일을 두르고 마늘, 양파를
넣고 약한 불에서 볶는다.",,13. 우유를 넣고 끓인 후 식혀서 믹서로 갈아준다.,,14. 삶은 스파게티를 올리브오일로 버무린다.,,15. 세 가지 소스와 스파게티면을 각자 가열된 팬에서 섞는다.,,16. 접시에 세 가지 소스 파스타를 담는다.,,,,,,,,,
